바코드,도서코드,도서명,저자,신간일,발행처,정가,총재고,본사재고,정품재고,반품재고
8012125261008,181400512,사회언어학(2014년4월제22권2호),한국사회언어학회,20141001,경진(글로벌콘텐츠)(도서출판),20000,9,9,0,0
8012125261022,181400513,도서대,,20141006,글로벌콘텐츠출판그룹,10000,62,62,0,0
9788996454908,181400514,웹표준과접근성,마중물소프트 편찬위원회,20141007,마중물소프트(글로벌콘텐츠),22000,0,0,0,0
9788992475044,181400515,ORACLE & JSP PROGRAMMING,조행남,20141007,컴원미디어(글로벌콘텐츠),20000,9,0,9,0
9791155921227,181400516,"혁명,율도국",신용우,20141008,작가와비평(글로벌콘텐츠),12800,299,10,287,2
9788959964161,181400517,명나라 시대 여진인,愛新覺羅 烏拉熙春,20141008,경진(글로벌콘텐츠)(도서출판),24000,316,3,313,0
9788959964246,181400518,한글 고문서를 통해 본 조선사람들의 삶,이상규,20141008,경진(글로벌콘텐츠)(도서출판),22000,707,-1,708,0
9788992576048,181400519,(품절)항공 일본어회화,"임경미,박영식",20141010,세림출판(글로벌콘텐츠),10000,3,0,3,0
9771598960007,181400520,독서연구31,정옥년,20141010,경진(글로벌콘텐츠)(도서출판),25000,0,0,0,0
9771598960007,181400521,독서연구 2014년 제32호,정옥년,20141010,경진(글로벌콘텐츠)(도서출판),25000,10,10,0,0
9788959964208,181400522,스타일의 탄생 (북한문학예술6),단국대학교 부설 한국문화기술 연구소,20141016,경진(글로벌콘텐츠)(도서출판),18000,313,4,308,1
9788959964192,181400523,지향과 현실: 남북문화예술의 접점 (북한문학예술7),단국대학교 부설 한국문화기술 연구소,20141016,경진(글로벌콘텐츠)(도서출판),22000,318,1,317,0
9791155921272,181400524,사랑한다면,이채현,20141021,작가와비평(글로벌콘텐츠),9000,433,145,288,0
9788994626253,181400525,용의 등에 내려앉은 봉,김경수 신상화,20141021,글모아출판(글로벌콘텐츠),11000,401,5,396,0
9791155921180,181400526,전사들과 이순신:권1 각자의 삶,정진혁,20141024,작가와비평(글로벌콘텐츠),13000,285,3,282,0
9788959964185,181400527,북한의 정치와 문학,전영선,20141029,경진(글로벌콘텐츠)(도서출판),12000,128,2,126,0
9788959964215,181400528,한민족문화예술감성용어사전.용례집1,단국대학교 부설 한국문화기술연구소,20141105,경진(글로벌콘텐츠)(도서출판),18000,352,2,350,0
9788994626260,181400529,박재삼의 전통 서정시학과 근원적 상상력,정영애,20141111,글모아출판(글로벌콘텐츠),13000,16,4,12,0
9788959962228,181400530,"네버엔딩 스토리, 고전시가",하경숙,20141112,경진(글로벌콘텐츠)(도서출판),15000,433,2,431,0
8012125261053,181400531,DDC 23 (1권~4권),,20141203,글로벌콘텐츠출판그룹,240000,5,5,0,0
9791185650630,181400532,근세 철학 인식론의 한계,한귀란,20141204,글로벌콘텐츠출판그룹,12000,31,31,0,0
9788995818930,181400533,(품절)항공기기내방송실무,,20141205,세림출판(글로벌콘텐츠),9000,2,0,2,0
9791185650692,181400534,영어 평가의 이해,김성애,20141217,글로벌콘텐츠출판그룹,12000,395,3,390,2
9788992576369,181400535,(품절)항공객실업무,김은희,20141219,세림출판(글로벌콘텐츠),10000,7,5,2,0
9788959961771,181400536,(절판)한국사회와다문화,,20141222,경진(글로벌콘텐츠)(도서출판),12000,1,0,0,1
9772092504001,181400537,다문화콘텐츠연구(제17집 2014.10),,20141224,경진(글로벌콘텐츠)(도서출판),20000,9,9,0,0
9788992576147,181400538,품절)관광통역안내사(필기편),,20141226,세림출판(글로벌콘텐츠),17000,4,0,4,0
9791185650661,181400539,한국유학의 도덕교육적 변용,김민재,20141229,글로벌콘텐츠출판그룹,17000,382,2,380,0
9788959964277,181400540,소파 방정환과 근대 아동문학,염희경,20141230,경진(글로벌콘텐츠)(도서출판),32000,308,6,302,0
9771598960007,181400541,독서연구 2014년 제33호,정옥년,20141230,경진(글로벌콘텐츠)(도서출판),25000,10,10,0,0
9788959964284,181400542,근대시의 모더니티와 숭고,박민규,20141231,경진(글로벌콘텐츠)(도서출판),23000,244,1,243,0
8012122648220,181400543,사회언어학(2014년4월제22권3호),강현속,20150109,글로벌콘텐츠출판그룹,20000,7,7,0,0
9791155921302,181400544,마이너리티 리포트,황숙진,20150109,작가와비평(글로벌콘텐츠),12800,259,0,258,1
9791185650678,181400545,동아시아 영토분쟁의 어제와 오늘 (인문학시민강좌 04),인하대학교 한국학연구소,20150114,글로벌콘텐츠출판그룹,11000,286,1,285,0
9788959964369,181400546,다문화주의 이론: 철학과 사회과학의 지도,FRANCESCO FISTETTI,20150116,경진(글로벌콘텐츠)(도서출판),13000,3,2,1,0
9788989191551,181400547,(절판)변형생성 영어언어학,김용석,20150121,경진(글로벌콘텐츠)(도서출판),15000,3,3,0,0
9788994626321,181400548,데미안과 함께 하는 청소년 인문학,도홍찬,20150121,글모아출판(글로벌콘텐츠),12000,142,21,120,1
9788959964291,181400549,통일문화사대계 2: 2000~2009 북한문예비평자료.해제집,단국대학교 부설 한국문화기술연구소,20150121,경진(글로벌콘텐츠)(도서출판),43000,347,2,345,0
9791185650647,181400550,"단군의 나라, 카자흐스탄",김정민,20150121,글로벌콘텐츠출판그룹,18000,160,1,159,0
9788989191964,181400551,(절판)외국인의 한국어 연구,최호철외,20150126,경진(글로벌콘텐츠)(도서출판),12000,2,2,0,0
9791185650814,181400552,영어독해파워 1,"이영숙,이영경",20150126,글로벌콘텐츠출판그룹,12000,223,4,219,0
9791185650821,181400553,영어독해파워 2,"이영숙,이영경",20150126,글로벌콘텐츠출판그룹,10000,342,4,333,5
9788992475389,181400554,(3쇄)오라클DATABASE 11g와 함께하는 SQL과 PL/SQL,조행남,20150129,컴원미디어(글로벌콘텐츠),22000,2,1,1,0
9788959964253,181400555,제주방언의통사기술과설명,김지홍,20150202,경진(글로벌콘텐츠)(도서출판),30000,311,3,308,0
9788959964376,181400556,북한의언어,전영선,20150203,경진(글로벌콘텐츠)(도서출판),10000,127,1,126,0
9791185650722,181400557,"사회언어학:언어와사회,그리고 문화",강현석외,20150205,글로벌콘텐츠출판그룹,20000,409,26,313,70
9788989191667,181400558,(절판)제2언어습득론개관,황종배,20150210,경진(글로벌콘텐츠)(도서출판),7000,0,0,0,0
9791155921357,181400559,빛이떠난자리꽃은울지않는다,조성범,20150212,작가와비평(글로벌콘텐츠),15000,313,4,309,0
9788992475716,181400560,(절판)데이터분석과저널리즘,함형건,20150216,컴원미디어(글로벌콘텐츠),18000,20,11,6,3
9791155921289,181400561,포산들꽃,이상규,20150216,작가와비평(글로벌콘텐츠),12800,1114,5,1109,0
9788994626277,181400562,21세기국어형태론,김승곤,20150216,글모아출판(글로벌콘텐츠),34000,234,4,230,0
9791185650746,181400563,모국어말하기교육,"앤더슨,브롸운,쉴록,율",20150216,글로벌콘텐츠출판그룹,30000,398,5,392,1
9791185650654,181400564,어휘평가,존 리드,20150216,글로벌콘텐츠출판그룹,20000,410,4,406,0
9791185650838,181400565,(절판)NVivo10,박종원,20150217,글로벌콘텐츠출판그룹,12000,18,1,17,0
9788959964420,181400566,문화콘텐츠 스토리텔링의 실제,이명자,20150217,경진(글로벌콘텐츠)(도서출판),8000,257,8,247,2
9788959964543,181400567,중등교원 임용고시 20년간 국어학 기출문제 해설서,한현종,20150226,경진(글로벌콘텐츠)(도서출판),22000,38,2,36,0
9791185650845,181400568,중등교원 임용고시 영어학 문제분석,남기석 편저,20150302,글로벌콘텐츠출판그룹,16000,384,13,368,3
9788959964307,181400569,시와영화그리고정치,김효신,20150302,경진(글로벌콘텐츠)(도서출판),11200,16,4,6,6
9771598960007,181400570,독서연구 2015년 제34호,정옥년,20150305,경진(글로벌콘텐츠)(도서출판),25000,10,10,0,0
9791185650753,181400571,근대문법의형성:주시경론,최낙복,20150306,글로벌콘텐츠출판그룹,19000,4,4,0,0
9791185650760,181400572,국어교육을위한말하기,허선익,20150306,글로벌콘텐츠출판그룹,20000,4,4,0,0
9791185650777,181400573,국어의보조용언,구종남,20150306,글로벌콘텐츠출판그룹,16000,4,4,0,0
9791185650784,181400574,한설야문학연구,남원진,20150306,글로벌콘텐츠출판그룹,25000,4,4,0,0
9791185650791,181400575,(절판)현대국어통어론,김승곤,20150306,글로벌콘텐츠출판그룹,12000,4,4,0,0
9788994626291,181400576,북한문학의내셔널리즘과미학,남원진,20150306,글모아출판(글로벌콘텐츠),26000,4,4,0,0
9788994626307,181400577,국어의부정극어연구,구종남,20150306,글모아출판(글로벌콘텐츠),12000,4,4,0,0
9788994626314,181400578,오규원시의자연인식과방법론,조동범,20150306,글모아출판(글로벌콘텐츠),15000,2,2,0,0
9788959964314,181400579,꿈꾸는언어,김정남,20150306,경진(글로벌콘텐츠)(도서출판),18000,4,4,0,0
9788959964321,181400580,열린문학을위한비평,이명재,20150306,경진(글로벌콘텐츠)(도서출판),13000,4,4,0,0
9788959964338,181400581,문학의종언,이정석,20150306,경진(글로벌콘텐츠)(도서출판),15000,4,4,0,0
9788959964345,181400582,"부재의시대,문학인들의목소리",이재훈,20150306,글로벌콘텐츠출판그룹,14000,4,4,0,0
9788959964260,181400583,근대부산지역동인지문학집성1,이순옥,20150306,경진(글로벌콘텐츠)(도서출판),30000,4,4,0,0
9788959962211,181400584,근대부산지역문학사회와매체,이순옥,20150306,경진(글로벌콘텐츠)(도서출판),22000,3,3,0,0
9791155921340,181400585,율리시슨의부릅뜬두눈,손종업,20150306,작가와비평(글로벌콘텐츠),19000,4,4,0,0
9788994626284,181400586,여행프랑스어,한경희,20150306,글모아출판(글로벌콘텐츠),7000,6,6,0,0
9788992475136,181400587,네트워크보안기초:FNS이론및실습,"이훈재,이상곤,김태용,이경관 공저",20150309,컴원미디어(글로벌콘텐츠),20000,16,16,0,0
9788959964550,181400588,한국 현대시 교육론,오정훈,20150309,경진(글로벌콘텐츠)(도서출판),17000,350,18,332,0
9791185650142,181400589,선교영어회화,한귀란,20150309,글로벌콘텐츠출판그룹,12800,8,5,0,3
9791155921364,181400590,도스토예프스키단편선,도스토예프스키/백준현,20150312,작가와비평(글로벌콘텐츠),11200,11,8,1,2
9791185650869,181400591,아라의당구홀릭3,아라 & 폴,20150316,글로벌콘텐츠출판그룹,12800,53,22,27,4
9791185650708,181400592,미디어이론1(실적),권상희 편역,20150316,글로벌콘텐츠출판그룹,26000,1,1,0,0
9791185650715,181400593,미디어이론2(실적),권상희 편역,20150316,글로벌콘텐츠출판그룹,28000,1,1,0,0
9791185650586,181400594,새로운패러다임의비교정치,김성수,20150317,글로벌콘텐츠출판그룹,28000,251,5,239,7
9791185650739,181400595,영어말하기교육(대화분석에근거한접근),"브롸운, 율/김지홍, 서종훈",20150319,글로벌콘텐츠출판그룹,23000,363,5,358,0
9788959964437,181400596,글쓰기윤리와자료사용,이윤진,20150324,경진(글로벌콘텐츠)(도서출판),16000,296,17,279,0
9788959964383,181400597,분단의아비투스와남북소통의길,건국대학교 통일인문학연구단,20150401,경진(글로벌콘텐츠)(도서출판),21000,423,5,418,0
9788959964406,181400598,분단트라우마와치유의길(양장),건국대학교 통일인문학연구단,20150401,경진(글로벌콘텐츠)(도서출판),25000,431,4,427,0
9788959964413,181400599,민족공통성과통일의길(양장),건국대학교 통일인문학연구단,20150401,경진(글로벌콘텐츠)(도서출판),24000,436,4,432,0
9788959964567,181400600,사라진여진문자,야마지 히로아키 저,20150408,경진(글로벌콘텐츠)(도서출판),45000,221,15,204,2
9788959964581,181400601,소학독본유몽휘편,유임하,20150417,경진(글로벌콘텐츠)(도서출판),14000,48,2,46,0
9788959960248,181400602,(절판)지성을위한글쓰기,김경남,20150423,글로벌콘텐츠출판그룹,12000,0,0,0,0
9788959964574,181400603,신문장강화(근대독본총서10),"구자황,문혜윤",20150428,경진(글로벌콘텐츠)(도서출판),28000,100,1,96,3
9791185650883,181400604,설역에서온편지,이승실,20150506,글로벌콘텐츠출판그룹,13800,347,2,345,0
9791185650890,181400605,파미르고원의역사와문화산책(양장),김규현,20150506,글로벌콘텐츠출판그룹,25000,253,18,233,2
9791185650913,181400606,월트휘트먼과융합적상상력(양장),심진호,20150508,글로벌콘텐츠출판그룹,22000,282,15,267,0
9791185650906,181400607,마고할미로부터7만년,조홍근,20150513,글로벌콘텐츠출판그룹,15000,70,2,68,0
9791155921456,181400608,헬렌켈러와앤설리번,폴드랑&강하나,20150518,작가와비평(글로벌콘텐츠),12000,469,5,457,7
9791155921449,181400609,글잘쓰는법-글쓰기지침서,유홍주,20150518,작가와비평(글로벌콘텐츠),17000,212,5,207,0
8012125262104,181400610,사회언어학 (23권 1호),서경희,20150520,글로벌콘텐츠출판그룹,20000,9,9,0,0
8012125262135,181400611,다문화콘텐츠연구 제18집(2015. 04.),이 찬 욱,20150520,경진(글로벌콘텐츠)(도서출판),20000,10,10,0,0
9788994626345,181400612,당신의영혼은안녕하십니까,신경애,20150522,글모아출판(글로벌콘텐츠),18000,629,12,617,0
9791155921463,181400613,시인의잡담,박세현,20150522,작가와비평(글로벌콘텐츠),12000,627,3,623,1
9788959964604,181400614,영상으로보는북한의일상(양장),전영선,20150527,경진(글로벌콘텐츠)(도서출판),11000,277,11,266,0
9788989191384,181400615,언어,,20150601,글로벌콘텐츠출판그룹,12000,2,0,2,0
9788959964642,181400616,탈북민의 적응과 치유이야기(치유총서 01),건국대학교 통일인문학연구단,20150602,경진(글로벌콘텐츠)(도서출판),20000,79,16,63,0
9791185650920,181400617,이슈 인 심리학(양장),이재연,20150603,글로벌콘텐츠출판그룹,15000,158,15,143,0
9791185650937,181400618,인간문제(큰글한국문학선집001),강경애,20150603,글로벌콘텐츠출판그룹,45000,8,2,5,1
9791185650944,181400619,백치아다다별을헨다(큰글한국문학선집002),계용묵,20150603,글로벌콘텐츠출판그룹,29000,6,1,4,1
9788997190348,181400620,(구간)구더기점프하다,,20150608,작가와비평(글로벌콘텐츠),11800,3,0,3,0
9791185650951,181400621,김명기 보컬트레이닝,김명기,20150615,글로벌콘텐츠출판그룹,15000,28,2,24,2
9788959964659,181400622,훈민정음제자원리,문효근,20150616,경진(글로벌콘텐츠)(도서출판),25000,225,15,210,0
9791155921470,181400623,윌리엄 칼로스 윌리엄즈의 예술적 상상력과 통섭,심진호,20150616,작가와비평(글로벌콘텐츠),21000,296,16,280,0
9791185650982,181400624,대하(큰글한국문학선집004),김남천,20150618,글로벌콘텐츠출판그룹,39000,6,2,4,0
9791185650975,181400625,바다와나비(큰글한국문학선집003),김기림,20150618,글로벌콘텐츠출판그룹,16000,4,1,3,0
9788959964666,181400626,한글독본(근대독본총서8),"구자황,문혜윤",20150618,경진(글로벌콘텐츠)(도서출판),16000,229,2,227,0
9771598960007,181400627,독서연구 2015년 제35호,한국독서학회,20150618,경진(글로벌콘텐츠)(도서출판),25000,10,10,0,0
9788959964444,181400628,텍스트와담론분석방법,남상백,20150629,경진(글로벌콘텐츠)(도서출판),25000,17,7,0,10
9791158520007,181400629,감자 배따라기(큰글한국문학선집006),김동인,20150630,글로벌콘텐츠출판그룹,38000,8,2,6,0
9791185650999,181400630,하늘과바람과별과시(큰글한국문학선집005),윤동주,20150630,글로벌콘텐츠출판그룹,12000,4,1,3,0
9791155921487,181400631,한국문학의 거짓말 (2판),정문순,20150630,작가와비평(글로벌콘텐츠),17000,330,7,284,39
9788959964673,181400632,소설창작강의,이미란,20150630,경진(글로벌콘텐츠)(도서출판),11200,222,3,212,7
9791185650968,181400633,초보창업자의당구장자리찾기,조창현,20150630,글로벌콘텐츠출판그룹,14000,576,3,555,18
9788959964598,181400634,선문염송집연구,조명제,20150703,경진(글로벌콘텐츠)(도서출판),22000,368,4,361,3
9788959964697,181400635,2000년대재일조선인시선집,김형규 엮음,20150703,경진(글로벌콘텐츠)(도서출판),30000,299,2,297,0
9791155921517,181400636,전사들과 이순신:권2 마음,정진혁,20150708,작가와비평(글로벌콘텐츠),15000,42,3,39,0
9788959964680,181400637,중등문범 (근대독본총서9),구자황 문혜윤,20150708,경진(글로벌콘텐츠)(도서출판),19000,117,5,112,0
9788959961351,181400638,근대독본총서(전10권),,20150710,경진(글로벌콘텐츠)(도서출판),155000,4,1,1,2
9791158520052,181400639,진달래꽃(큰글한국문학선집008),김소월,20150713,글로벌콘텐츠출판그룹,12000,6,1,4,1
9791158520045,181400640,남으로창을내갰소(큰글한국문학선집007),김상용,20150713,글로벌콘텐츠출판그룹,13000,7,1,5,1
9791158520076,181400641,모란이피기까지는(큰글한국문학선집010),김영랑,20150722,글로벌콘텐츠출판그룹,12000,9,2,7,0
9791158520069,181400642,해파리의노래(큰글한국문학선집009),김억,20150722,글로벌콘텐츠출판그룹,12000,7,1,5,1
9791155921524,181400643,작가와비평 세트(8~13호),,20150722,글로벌콘텐츠출판그룹,60000,48,1,46,1
9788959964635,181400644,탈북청소년의한국살이이야기,김종군 엮음,20150722,경진(글로벌콘텐츠)(도서출판),18000,80,1,77,2
9791158520243,181400645,동백꽃/봄봄(큰글한국문학선집011),김유정,20150804,글로벌콘텐츠출판그룹,36000,3,1,2,0
9791158520250,181400646,생활인의철학(큰글한국문학선집012),김진섭,20150804,글로벌콘텐츠출판그룹,37000,8,2,6,0
9791158520021,181400647,비즈니스영어파일,신규철,20150804,글로벌콘텐츠출판그룹,13800,525,4,516,5
9788959964710,181400648,태서신사언역본주해,허재영,20150805,경진(글로벌콘텐츠)(도서출판),32000,23,4,19,0
9791155921531,181400649,시네마블루(주민아의),주민아,20150814,작가와비평(글로벌콘텐츠),12000,371,43,313,15
9791158520281,181400650,(절판)표본실의청개구리(큰글한국문학선집015),,20150817,글로벌콘텐츠출판그룹,19000,4,1,3,0
9791158520267,181400651,물레방아.벙어리 삼룡이(큰글한국문학선집 013),나도향,20150817,글로벌콘텐츠출판그룹,31000,12,2,10,0
9791158520274,181400652,사슴(큰글한국문학선집014),노천명,20150817,글로벌콘텐츠출판그룹,14000,6,1,3,2
9791155921609,181400653,땅콩집이야기7080,강성률,20150821,작가와비평(글로벌콘텐츠),15000,195,4,191,0
9788959964628,181400654,이상화문학전집,이상규,20150825,경진(글로벌콘텐츠)(도서출판),23000,377,2,375,0
9788994626369,181400655,소소함의깊이를재다,이준,20150828,글모아출판(글로벌콘텐츠),15000,285,5,273,7
9791158520304,181400656,(절판)삼대,,20150828,글로벌콘텐츠출판그룹,58000,5,5,0,0
9791158520298,181400657,(절판)만세전,,20150828,글로벌콘텐츠출판그룹,20000,5,5,0,0
9788959964765,181400658,일제강점기 글쓰기론 자료(일제강점기글쓰기론자료1),김경남 엮음,20150901,경진(글로벌콘텐츠)(도서출판),27000,7,5,2,0
9788959964772,181400659,문장강화(일제강점기글쓰기론자료2),김경남 엮음,20150901,경진(글로벌콘텐츠)(도서출판),37000,27,4,22,1
9791158520465,181400660,교양한문,유임하 엮음,20150901,글로벌콘텐츠출판그룹,13000,108,18,90,0
9771598960007,181400661,독서연구 2015년 제36호,,20150905,글로벌콘텐츠출판그룹,25000,10,10,0,0
9791158520496,181400662,미치는사람(큰글한국문학선집019),윤기정,20150911,글로벌콘텐츠출판그룹,45000,4,1,3,0
9791158520489,181400663,살어리(큰글한국문학선집018),윤곤강,20150911,글로벌콘텐츠출판그룹,22000,8,2,6,0
9788959964529,181400664,매체언어교수학습연구의전략과실제,이채연,20150915,경진(글로벌콘텐츠)(도서출판),15000,320,11,309,0
9788994626376,181400665,국어부사의조어법과분류,김승곤,20150915,글모아출판(글로벌콘텐츠),42000,220,5,215,0
9788992576703,181400666,절대집중공부법,이재철,20150921,세림출판(글로벌콘텐츠),13800,24,20,4,0
8012125262920,181400667,사회언어학 (23권 2호),,20150922,글로벌콘텐츠출판그룹,20000,8,8,0,0
9791158520519,181400668,날개-이상단편선(큰글한국문학선집021),이상,20150922,글로벌콘텐츠출판그룹,28000,6,1,5,0
9791158520502,181400669,무정-이광수장편소설(큰글한국문학선집020)장편소설,이광수,20150923,글로벌콘텐츠출판그룹,50000,2,0,2,0
9791158520298,181400670,현해탄(큰글한국문학선집016),임화,20151006,글로벌콘텐츠출판그룹,20000,4,1,3,0
9791158520304,181400671,메밀꽃필무렵(큰글한국문학선집017),이효석,20151006,글로벌콘텐츠출판그룹,34000,9,2,7,0
9791158520526,181400672,종생기(큰글한국문학선집022),이상,20151006,글로벌콘텐츠출판그룹,24000,14,4,10,0
9791158520533,181400673,빼앗긴들에도봄은오는가(큰글한국문학선집023),이상화,20151006,글로벌콘텐츠출판그룹,17000,5,0,5,0
9791158520632,181400674,향수(큰글한국문학선집015),,20151019,글로벌콘텐츠출판그룹,15000,8,2,5,1
9791158520649,181400675,광야(큰글한국문학선집024),,20151019,글로벌콘텐츠출판그룹,22000,6,1,5,0
9788959964802,181400676,한국어쓰기교육의이론과실제,,20151019,경진(글로벌콘텐츠)(도서출판),21000,167,5,161,1
9788959964789,181400677,융합형 상상력의 비밀,김영도,20151022,경진(글로벌콘텐츠)(도서출판),13000,148,9,136,3
9791158520663,181400678,종다리(큰글한국문학선집026),,20151029,글로벌콘텐츠출판그룹,15000,8,1,7,0
9791158520656,181400679,혈의누 은세계(큰글한국문학선집025),,20151029,글로벌콘텐츠출판그룹,24000,8,1,6,1
9791155921654,181400680,드라이아이스,,20151030,작가와비평(글로벌콘텐츠),13800,197,6,188,3
9788959964833,181400681,근대 국어 교과서를 읽는다(2판),"강진호,구자황,김혜련외",20151030,경진(글로벌콘텐츠)(도서출판),23000,244,6,238,0
9791158520625,181400682,미국의정치와기독교,,20151030,글로벌콘텐츠출판그룹,22000,385,4,377,4
9791158520601,181400683,법구경,,20151102,글로벌콘텐츠출판그룹,18000,527,8,495,24
9791158520670,181400684,님의침묵(큰글한국문학선집028),,20151106,글로벌콘텐츠출판그룹,15000,5,1,4,0
9791158520687,181400685,해에게서 소년에게(큰글한국문학선집027),,20151106,글로벌콘텐츠출판그룹,16000,5,1,4,0
9788959964796,181400686,세대와젠더,,20151106,경진(글로벌콘텐츠)(도서출판),16000,94,2,91,1
9791155921661,181400687,여우색시,,20151112,작가와비평(글로벌콘텐츠),10000,579,3,576,0
9788959964871,181400688,서례수지(존프라이어 저),,20151116,경진(글로벌콘텐츠)(도서출판),15000,13,4,9,0
9791155921678,181400689,이중섭작품선,,20151116,작가와비평(글로벌콘텐츠),100000,33,4,29,0
9788959964864,181400690,중국어권 학습자를위한속담교육연구,,20151117,경진(글로벌콘텐츠)(도서출판),18000,228,4,219,5
9788959964840,181400691,동서양역사속의 다문화적전개양상2,,20151119,경진(글로벌콘텐츠)(도서출판),17000,278,8,262,8
9788959964857,181400692,지역문학의씨줄과날줄,,20151119,경진(글로벌콘텐츠)(도서출판),28000,355,3,352,0
9791158520717,181400693,자연송(큰글한국문학선집030),,20151120,글로벌콘텐츠출판그룹,27000,12,1,11,0
9791158520700,181400694,무영탑(큰글한국문학선집029),,20151120,글로벌콘텐츠출판그룹,54000,8,1,7,0
9791158520694,181400695,정풍운동,,20151124,글로벌콘텐츠출판그룹,20000,1335,18,1317,0
9788959964895,181400696,실용작문법,,20151126,경진(글로벌콘텐츠)(도서출판),20000,14,5,8,1
9788959964901,181400697,문장체법,,20151126,경진(글로벌콘텐츠)(도서출판),25000,13,4,9,0
9791155921685,181400698,목련그늘,,20151127,작가와비평(글로벌콘텐츠),11200,159,3,156,0
9788959964932,181400699,고등소학독본1,,20151130,경진(글로벌콘텐츠)(도서출판),17000,20,4,16,0
9788959964949,181400700,고등소학독본2,,20151130,경진(글로벌콘텐츠)(도서출판),14000,20,4,16,0
9788959964888,181400701,지구약론,,20151202,경진(글로벌콘텐츠)(도서출판),11200,11,3,8,0
9791155921692,181400702,시만모르는것,,20151204,작가와비평(글로벌콘텐츠),15000,142,3,139,0
9791158520724,181400703,죄라고부르는유익한것들,,20151204,글로벌콘텐츠출판그룹,16000,656,3,652,1
9771598960007,181400704,독서연구 2015년 제37호,,20151209,글로벌콘텐츠출판그룹,25000,20,20,0,0
ISBN978-89-92,181400705,AM OUTFITTING EQUIPMENT 활용,이창,20151218,컴원미디어(글로벌콘텐츠),16000,0,0,0,0
9791158520731,181400706,솔지담의주식초보투자왕되기,,20151221,글로벌콘텐츠출판그룹,13800,28,4,24,0
9788959964994,181400707,장르: 역사.이론.연구.교육,,20151224,경진(글로벌콘텐츠)(도서출판),16000,175,3,169,3
9788959964918,181400708,국어의 담화표지,구종남,20151224,경진(글로벌콘텐츠)(도서출판),15000,136,4,131,1
9788959964970,181400709,(절판)학교문법의이해1,나찬연,20151228,경진(글로벌콘텐츠)(도서출판),22000,23,5,18,0
9788959964987,181400710,(절판)학교문법의이해2,나찬연,20151228,경진(글로벌콘텐츠)(도서출판),22000,47,5,36,6
9791158520755,181400711,코코넛향기의기억,,20160104,글로벌콘텐츠출판그룹,30000,132,9,123,0
9791158520748,181400712,논문작성법컨설팅,,20160107,글로벌콘텐츠출판그룹,15000,473,4,469,0
9788992475747,181400713,AM OUTFITTING EQUIPMENT 활용,,20160107,컴원미디어(글로벌콘텐츠),16000,178,3,175,0
9791155921708,181400714,밤빛,,20160107,작가와비평(글로벌콘텐츠),10000,13,4,8,1
9791185650876,181400715,한국근대서사문학의근대성탐구,,20160108,글로벌콘텐츠출판그룹,17000,220,6,213,1
9788959964611,181400716,이상화 시의 기억공간,이상규 외,20160108,글로벌콘텐츠출판그룹,0,2,2,0,0
9788959965014,181400717,조선후기통신사행록의글쓰기담론,,20160115,경진(글로벌콘텐츠)(도서출판),18000,258,4,254,0
9788992576727,181400718,체질이란무엇인가,,20160115,세림출판(글로벌콘텐츠),15000,626,14,611,1
8012125263019,181400719,사회언어학 (23권 3호),,20160115,글로벌콘텐츠출판그룹,20000,8,8,0,0
9791158520823,181400720,easy learning english,우종현,20160120,글로벌콘텐츠출판그룹,14000,8,8,0,0
9788994626390,181400721,바람은불어도,,20160125,글모아출판(글로벌콘텐츠),15000,86,26,60,0
9791158520793,181400722,영어교육을알면영어가보인다,,20160125,글로벌콘텐츠출판그룹,15000,358,7,350,1
9791158520816,181400723,정확한영문법완벽한5형식,윤만근,20160129,글로벌콘텐츠출판그룹,27000,22,5,17,0
8012125263040,181400724,교양학연구 제1집,,20160129,글로벌콘텐츠출판그룹,20000,0,0,0,0
9791158520809,181400725,자료조직개론(문헌분류편),,20160204,글로벌콘텐츠출판그룹,18000,514,15,499,0
9791158520847,181400726,미디어이론1,,20160217,글로벌콘텐츠출판그룹,24000,393,24,369,0
9791158520854,181400727,미디어이론2,,20160217,글로벌콘텐츠출판그룹,28000,405,24,381,0
9791158520830,181400728,주식시장에서마음을다스리는10가지방법,,20160217,글로벌콘텐츠출판그룹,15000,413,7,403,3
9791155921715,181400729,언어의형상과성찰적상상력,,20160222,작가와비평(글로벌콘텐츠),15000,150,4,144,2
9791158520861,181400730,영어학습코칭이답이다(보라),,20160222,글로벌콘텐츠출판그룹,15000,295,31,222,42
9788959964956,181400731,국어교과교육론,서종훈,20160225,경진(글로벌콘텐츠)(도서출판),20000,157,4,141,12
9788992475754,181400732,(절판)데이터 분석과 저널리즘(2판),함형건,20160302,컴원미디어(글로벌콘텐츠),18000,27,1,26,0
9791158520779,181400733,읽기평가 1,김지홍,20160303,글로벌콘텐츠출판그룹,17000,394,3,388,3
9791158520786,181400734,읽기평가 2,김지홍,20160303,글로벌콘텐츠출판그룹,18000,396,3,392,1
9791158520878,181400735,NVivo 11,,20160304,글로벌콘텐츠출판그룹,13000,1,1,0,0
9788959965007,181400736,언어산출과정에대한학제적접근,김지홍,20160307,경진(글로벌콘텐츠)(도서출판),31000,48,1,47,0
9788994626406,181400737,Grammar Based English,,20160308,글모아출판(글로벌콘텐츠),12000,19,4,12,3
9791155921739,181400738,헤이그의왕자위종,,20160314,작가와비평(글로벌콘텐츠),14000,202,6,191,5
9791158520885,181400739,도서관경영론,,20160315,글로벌콘텐츠출판그룹,18000,149,3,139,7
