바코드,도서코드,도서명,저자,신간일,발행처,정가,총재고,본사재고,정품재고,반품재고
9788959961924,181400297,고조선 문자 2,허대동,20140904,경진(글로벌콘텐츠)(도서출판),14000,6,5,1,0
9788959961825,181400298,한국개화기 국어교과서 (전17권세트),한국개화기 국어교과서 편찬위원회,20140904,경진(글로벌콘텐츠)(도서출판),436000,78,2,76,0
9788959961931,181400299,무궁화(근포 조순규 시조 전집),박태일,20140904,경진(글로벌콘텐츠)(도서출판),14000,379,11,368,0
9788959961948,181400300,소년소설육인집,박태일,20140904,경진(글로벌콘텐츠)(도서출판),13000,290,7,283,0
9788959961955,181400301,(개정판)소통 불통 먹통,구현정,20140904,경진(글로벌콘텐츠)(도서출판),15000,246,8,232,6
9788959961900,181400302,조선통신사의길에서오늘을묻다(조선통신사국내노정답사기),한태문,20140904,경진(글로벌콘텐츠)(도서출판),22000,394,6,387,1
9788959961962,181400303,보조용언의 의미와 문법,구종남,20140904,경진(글로벌콘텐츠)(도서출판),16000,289,7,282,0
9788959962099,181400304,"(한설야 문학연구) 한설야의 욕망, 칼날 위에 춤추다",남원진,20140904,경진(글로벌콘텐츠)(도서출판),25000,332,4,328,0
9788959962136,181400305,독습 일어잡지,허재영,20140904,경진(글로벌콘텐츠)(도서출판),32000,274,12,262,0
9788959962143,181400306,이과서·농업서,허재영,20140904,경진(글로벌콘텐츠)(도서출판),36000,276,12,263,1
9788959962150,181400307,경찰학·주해 형법전서,허재영,20140904,경진(글로벌콘텐츠)(도서출판),41000,263,12,251,0
9788959962105,181400308,한글 고목과 배자,이상규,20140904,경진(글로벌콘텐츠)(도서출판),23000,454,7,447,0
9788959962167,181400309,국어과 교재 이해와 교과서의 역사(국어교육사3),허재영,20140904,경진(글로벌콘텐츠)(도서출판),22000,207,15,192,0
9788959962181,181400310,선전과 교양: 북한의 문예교육 (북한문학예술4),단국대학교 부설 한국문화기술연구소 역,20140904,경진(글로벌콘텐츠)(도서출판),17000,384,1,383,0
9788959962204,181400311,인문학과 글쓰기 역량: 감성 창의 소통 직무,임춘택,20140904,경진(글로벌콘텐츠)(도서출판),13000,300,4,295,1
9788959962358,181400312,빅토리아시대의사회계급과욕망,권정기,20140904,경진(글로벌콘텐츠)(도서출판),13000,216,4,212,0
9788959962327,181400313,이데올로기의 꽃: 북한문예와 북한체제(북한문학예술5),단국대학교 부설 한국문화기술연구소,20140904,경진(글로벌콘텐츠)(도서출판),22000,300,2,298,0
9788959962310,181400314,언어의 심층과 언어교육(2판),김지홍,20140904,경진(글로벌콘텐츠)(도서출판),15000,408,2,406,0
9788959961481,181400315,글쓰기 이론과 실제,원광대＜글쓰기 이론과 실제＞ 교재 편찬위원회,20140904,경진(글로벌콘텐츠)(도서출판),10000,202,8,194,0
9788959962341,181400316,직무적성의 이해,남재걸＆고희정＆김경남,20140904,경진(글로벌콘텐츠)(도서출판),12000,31,3,28,0
9788959962334,181400317,중국에서의 조선족 문학,중국해양대학교 해외한국학 중핵대학 사업단,20140904,경진(글로벌콘텐츠)(도서출판),16000,316,2,314,0
9788959962587,181400318,해양과 동아시아의 문화교류,중국해양대학교 해외한국학 중핵대학 사업단,20140904,경진(글로벌콘텐츠)(도서출판),28000,293,2,291,0
9788959962594,181400319,한국문학 속의 중국 담론,중국해양대학교 해외한국학 중핵대학 사업단,20140904,경진(글로벌콘텐츠)(도서출판),25000,288,2,286,0
9788959962303,181400320,여진어와 문자,이상규,20140904,경진(글로벌콘텐츠)(도서출판),35000,280,2,278,0
9788959962570,181400321,국어교육과 단락: 단락 중심의 국어교육 실천사례 연구,서종훈,20140904,경진(글로벌콘텐츠)(도서출판),22000,267,0,266,1
9788959962563,181400322,3대세습과청년지도자의발걸음,남북문학예술연구회,20140904,경진(글로벌콘텐츠)(도서출판),23000,351,3,348,0
9788959962624,181400323,한국어 조사의 분포와 통합체계,김용하,20140904,경진(글로벌콘텐츠)(도서출판),14000,285,12,273,0
9788959962600,181400324,진주성 촉석루의 숨은 내력,하강진,20140904,경진(글로벌콘텐츠)(도서출판),30000,113,3,110,0
9788959962617,181400325,(품절)근대 국어 교과서를 읽는다,강진호.구자황.김혜련 외,20140904,경진(글로벌콘텐츠)(도서출판),26000,12,0,12,0
9788959961306,181400326,일제강점기 어문 정책과 어문 생활 세트(전3권),허재영,20140904,경진(글로벌콘텐츠)(도서출판),102000,1,0,0,1
9788995818923,181400327,쉽게 배우는 일본어2,"성해준,감영희",20140904,세림출판(글로벌콘텐츠),10000,221,11,210,0
9788995818961,181400328,서비스학개론,조영대,20140904,세림출판(글로벌콘텐츠),20000,480,10,470,0
9788995818992,181400329,여가학의 이해,고동우,20140904,세림출판(글로벌콘텐츠),18000,463,3,460,0
9788995818978,181400330,컨벤션 투어리즘(Convention Tourism),"공역: 서승진,황희곤,윤은주,고",20140904,세림출판(글로벌콘텐츠),15000,629,3,626,0
9788992576024,181400331,카지노 실무日本語,"육풍림,강만호",20140904,세림출판(글로벌콘텐츠),10000,144,7,137,0
9788992576000,181400332,대학日本語(재미있는),"성해준,감영희",20140904,세림출판(글로벌콘텐츠),10000,272,6,266,0
9788995818985,181400333,컨벤션영어(컨벤션기획/운영 실무자들을 위한),"서승진,윤은주",20140904,세림출판(글로벌콘텐츠),18000,83,2,81,0
9788992576062,181400334,한우리공동선,글쓴이: 서영훈;엮은이: 한우리,20140904,세림출판(글로벌콘텐츠),12900,147,5,142,0
9788992576086,181400335,영어로 말하기(주요패턴을 이용한),조복자,20140904,세림출판(글로벌콘텐츠),10000,29,8,21,0
9788992576109,181400336,컨벤션산업론(컨벤션기획/운영 실무자들을 위한),"서승진,윤은주",20140904,세림출판(글로벌콘텐츠),18000,578,7,551,20
9788992576079,181400337,레저스포츠관광론,고태규,20140904,세림출판(글로벌콘텐츠),16000,130,5,125,0
9788992576130,181400338,통일관광의 이슈관리,노영만,20140904,세림출판(글로벌콘텐츠),12000,371,4,367,0
9788992576154,181400339,Essay writing step by step (Starter),written by Young Woo Park,20140904,세림출판(글로벌콘텐츠),12000,248,6,242,0
9788992576192,181400340,한우리공동선(개정판),서영훈,20140904,세림출판(글로벌콘텐츠),8000,152,6,146,0
9788992576215,181400341,장 모네 회고록(유럽통합의 아버지),"박제훈, 옥우석",20140904,세림출판(글로벌콘텐츠),27000,445,4,441,0
9788992576208,181400342,"JLPT 핵심문법(일본어능력시험대비-1,2급 )",안영숙,20140904,세림출판(글로벌콘텐츠),15000,64,64,0,0
9788992576222,181400343,최신 관광법규,김정승,20140904,세림출판(글로벌콘텐츠),17000,23,8,15,0
9788992576260,181400344,컨벤션기획사2급(필기편),한국컨벤션전시산업연구원,20140904,세림출판(글로벌콘텐츠),22000,38,17,21,0
9788992576277,181400345,컨벤션기획사2급(실기편),한국컨벤션전시산업연구원,20140904,세림출판(글로벌콘텐츠),18000,9,4,3,2
9788992576291,181400346,MICE산업 대한민국의 미래입니다,"황희곤,윤은주",20140904,세림출판(글로벌콘텐츠),20000,13,6,4,3
9788992576284,181400347,사례 중심의 MICE 기획과 운영,"박의서,오성환",20140904,세림출판(글로벌콘텐츠),22000,152,5,147,0
9788992576253,181400348,최신항공사기내방송과발음교정(스튜어디스면접을위한,박주연,20140904,세림출판(글로벌콘텐츠),15000,6,5,1,0
9788992576161,181400349,항공기 기내업무(개정),김은희,20140904,세림출판(글로벌콘텐츠),10000,16,5,11,0
9788992576338,181400350,PCMA의 전략적 MICE 경영론,김맹선 외 4,20140904,세림출판(글로벌콘텐츠),27000,642,0,636,6
9788992576345,181400351,호텔객실경영의 이해,박진영.강인호.김영규 공저,20140904,세림출판(글로벌콘텐츠),18000,46,2,44,0
9788992576352,181400352,호텔연회실무,손재근,20140904,세림출판(글로벌콘텐츠),15000,9,4,5,0
9788992576376,181400353,야구로 배우는 자기계발,신택현,20140904,세림출판(글로벌콘텐츠),10000,388,5,382,1
9788992576383,181400354,야생력,김익철,20140904,세림출판(글로벌콘텐츠),11200,714,26,688,0
9788992576390,181400355,지금 회사와 안녕하고 싶은 날,예동희,20140904,세림출판(글로벌콘텐츠),12000,732,4,727,1
9788992576406,181400356,시간을 이기는 부자,장진화,20140904,세림출판(글로벌콘텐츠),13500,602,3,599,0
9788992576413,181400357,8체질 다이어트,주석원,20140904,세림출판(글로벌콘텐츠),13000,88,3,85,0
9788992576420,181400358,나는 여자다 : 조선 개화기편,김세라,20140904,세림출판(글로벌콘텐츠),12000,315,6,309,0
9788992576437,181400359,명상치료,조영대,20140904,세림출판(글로벌콘텐츠),15000,335,9,326,0
9788992576444,181400360,"스카치 위스키, 그 전설의 고향을 찾아서",우판사,20140904,세림출판(글로벌콘텐츠),12800,1305,5,1299,1
9788992576529,181400361,암컷 그리고 수컷,주석원,20140904,세림출판(글로벌콘텐츠),14800,752,2,749,1
9788992576536,181400362,마인드 다이어트,홍지은,20140904,세림출판(글로벌콘텐츠),13800,870,5,864,1
9788992576550,181400363,하카 럭비처럼!(절대긍정의 힘),김익철,20140904,세림출판(글로벌콘텐츠),13500,26,9,11,6
9788974072421,181400364,중국 없는 중화,인하대학교한국과학연구소 편,20140904,인하대출판부(글로벌콘텐츠),20000,49,4,45,0
9788974072513,181400365,"동아시아, 개항을 보는 제3의 눈",인하대학교 한국학연구소,20140904,인하대출판부(글로벌콘텐츠),20000,28,4,24,0
9788974072575,181400366,사상과 현실:박치우 전집 (동아시아한국학자료총서4),윤미란.윤대석 편,20140904,인하대출판부(글로벌콘텐츠),38000,19,8,11,0
9788974072551,181400367,소방호재여지총초 : 월남편 (동아시아한국학자료총서2),인하대학교 한국학연구소 편,20140904,인하대출판부(글로벌콘텐츠),18000,265,7,258,0
9788974072520,181400368,범월과 이산:만주로 건너간 조선인들,인하대학교 한국학연구소 편,20140904,인하대출판부(글로벌콘텐츠),23000,55,5,49,1
9788974072568,181400369,근대 이행기 동아시아의 언어 지식,한성우,20140904,인하대출판부(글로벌콘텐츠),38000,171,3,168,0
9788974072544,181400370,소방호재여지총초 : 조선편 (동아시아한국학자료총서1),인하대학교 한국학연구소,20140904,인하대출판부(글로벌콘텐츠),22000,270,5,265,0
9788995593400,181400371,비공감의 미학,최강민,20140904,작가와비평(글로벌콘텐츠),18000,263,4,259,0
9788995593424,181400372,새벽빛에 서다,박태일,20140904,작가와비평(글로벌콘텐츠),13800,122,3,119,0
9788995593417,181400373,시는 달린다,박태일,20140904,작가와비평(글로벌콘텐츠),13800,126,4,122,0
9788995593431,181400374,키워드로 읽는 2000년대 문학,작가와비평 편집동인,20140904,작가와비평(글로벌콘텐츠),16000,37,4,33,0
9788995593448,181400375,명성황후는 시해 당하지 않았다,신용우,20140904,작가와비평(글로벌콘텐츠),12800,56,5,45,6
9788995593455,181400376,유럽문학오디세이,김정자,20140904,작가와비평(글로벌콘텐츠),13500,305,3,302,0
9788995593462,181400377,멜랑콜리아의 윤리,이정석,20140904,작가와비평(글로벌콘텐츠),15000,321,5,316,0
9788995593479,181400378,꿈꾸는 토르소,김정남,20140904,작가와비평(글로벌콘텐츠),18000,175,4,170,1
9788995593493,181400379,꽃은 왜 아름다운가 (상),장혜영,20140904,작가와비평(글로벌콘텐츠),11000,100,2,98,0
9788997190003,181400380,꽃은 왜 아름다운가 (하),장혜영,20140904,작가와비평(글로벌콘텐츠),11000,100,2,98,0
9788997190058,181400381,러시아문학 오디세이:고대에서 20C까지,문석우,20140904,작가와비평(글로벌콘텐츠),17000,144,5,105,34
9788997190027,181400382,요동묵시록 (상),신용우,20140904,작가와비평(글로벌콘텐츠),12000,537,8,525,4
9788997190034,181400383,요동묵시록 (하),신용우,20140904,작가와비평(글로벌콘텐츠),12000,421,8,413,0
9788997190041,181400384,디아스포라의 고백들,조동범,20140904,작가와비평(글로벌콘텐츠),11000,95,6,89,0
9788997190102,181400385,한국문학의 다원적 비평,이명재,20140904,작가와비평(글로벌콘텐츠),13000,267,5,262,0
9788997190072,181400386,홀로754 (1),서명균,20140904,작가와비평(글로벌콘텐츠),12000,124,4,120,0
9788997190089,181400387,홀로754 (2),서명균,20140904,작가와비평(글로벌콘텐츠),12000,161,4,157,0
9788997190096,181400388,거장들의 스캔들,홍지화,20140904,작가와비평(글로벌콘텐츠),12800,8,3,5,0
9788997190119,181400389,한국문학의 거짓말,정문순,20140904,작가와비평(글로벌콘텐츠),17000,58,7,51,0
9788997190126,181400390,철수야! 안 철수?,신용우,20140904,작가와비평(글로벌콘텐츠),12000,355,7,348,0
9788997190133,181400391,빨간 아이,"김의담, 정광조",20140904,작가와비평(글로벌콘텐츠),12000,410,6,404,0
9788997190317,181400392,아름다운 청춘,"낸시랭,소재원",20140904,작가와비평(글로벌콘텐츠),12000,1490,4,1486,0
9788997190324,181400393,부재의 수사학,이재훈,20140904,작가와비평(글로벌콘텐츠),14000,242,4,238,0
9788997190331,181400394,고조선과대마도의진실 (환단고기를 찾아서1 ),신용우,20140904,작가와비평(글로벌콘텐츠),12800,5,3,2,0
9788997190355,181400395,슈울멍 이야기,정채운,20140904,작가와비평(글로벌콘텐츠),9800,550,22,527,1
9788997190379,181400396,환영이 있는 거리,박문구,20140904,작가와비평(글로벌콘텐츠),12000,17,6,11,0
9788997190485,181400397,달라이 라마 111展,김경상 外,20140904,작가와비평(글로벌콘텐츠),21000,782,684,98,0
9788997190508,181400398,넉넉한 곁,김창균,20140904,작가와비평(글로벌콘텐츠),12800,153,3,150,0
9788997190492,181400399,마더 데레사 111展 위로의 샘,김경상 외,20140904,작가와비평(글로벌콘텐츠),21000,1051,955,96,0
9788997190515,181400400,"사랑의 시, 여행에서 만나다",양병호외,20140904,작가와비평(글로벌콘텐츠),18000,151,1,150,0
9788997190539,181400401,일본왕실의 만행과 음모 (환단고기를찾아서2),신용우,20140904,작가와비평(글로벌콘텐츠),12800,13,3,10,0
9788997190522,181400402,김수환 추기경 111전 서로 사랑하세요,김경상 외,20140904,작가와비평(글로벌콘텐츠),21000,957,867,90,0
9788997190546,181400403,장졸우교(인문학 수프 1: 소설),양선규,20140904,작가와비평(글로벌콘텐츠),12000,164,11,152,1
9788997190577,181400404,북한소설선,유임하,20140904,작가와비평(글로벌콘텐츠),12000,72,2,70,0
9788997190553,181400405,절판)터널(양장),소재원,20140904,작가와비평(글로벌콘텐츠),12800,115,106,9,0
9788997190560,181400406,무정(이광수 장편소설),권영민 작품해설,20140904,작가와비평(글로벌콘텐츠),12000,390,36,354,0
9788997190584,181400407,용회이명(인문학 수프 2: 영화),양선규,20140904,작가와비평(글로벌콘텐츠),12000,388,10,378,0
9788997190591,181400408,이동의 법칙,전광섭,20140904,작가와비평(글로벌콘텐츠),12800,336,2,334,0
9788997190607,181400409,이굴위신(인문학 수프 3: 고전),양선규,20140904,작가와비평(글로벌콘텐츠),13000,320,14,306,0
9788997190638,181400410,그대라는 이름,김정남,20140904,작가와비평(글로벌콘텐츠),17000,379,4,375,0
9788997190935,181400411,단편소설 작가의 벗,유홍주,20140904,작가와비평(글로벌콘텐츠),17000,71,19,52,0
9791155920473,181400412,성공광인의 몽상: 캔맨,김영권,20140904,작가와비평(글로벌콘텐츠),12000,390,3,387,0
9791155920961,181400413,중국이 날조한 동북공정을 깨라 (환단고기를 찾아서3),신용우,20140904,작가와비평(글로벌콘텐츠),12800,146,4,140,2
9791155920978,181400414,너의 이름만 들어도 가슴속에 종이 울린다,최돈선,20140904,작가와비평(글로벌콘텐츠),13800,57,3,53,1
9791155920985,181400415,우청우탁(인문학 수프 4: 문식),양선규,20140904,작가와비평(글로벌콘텐츠),13800,95,0,94,1
9791155921029,181400416,빛이 떠난 자리 바람꽃 피우다,조성범,20140904,작가와비평(글로벌콘텐츠),12000,183,18,165,0
9791155921012,181400417,하늘에서 꽃이 내리다,이채현,20140904,작가와비평(글로벌콘텐츠),8000,333,186,147,0
9791155921050,181400418,사랑이 머문 자리들,유한나,20140904,작가와비평(글로벌콘텐츠),15000,135,5,130,0
9791155921043,181400419,(개정판)구더기 점프하다,권소정권희돈,20140904,작가와비평(글로벌콘텐츠),11800,654,5,648,1
9791155921036,181400420,감언이설(인문학 수프 5:시속),양선규,20140904,작가와비평(글로벌콘텐츠),15000,272,2,267,3
9791155921067,181400421,바다로 간 오리,김제철,20140904,작가와비평(글로벌콘텐츠),12000,357,5,350,2
9791155921074,181400422,마지막 잎새,오 헨리／폴드랑＆강하나,20140904,작가와비평(글로벌콘텐츠),9800,686,2,684,0
9791155921081,181400423,이철호 275 : 계윤식 시나리오집,계윤식,20140904,작가와비평(글로벌콘텐츠),12000,529,93,436,0
9791155921098,181400424,괴물흥망사,김성렬,20140904,작가와비평(글로벌콘텐츠),13000,105,5,100,0
9791155921111,181400425,산 낙지의 슬픔,장재덕,20140904,작가와비평(글로벌콘텐츠),8000,604,6,598,0
9791155921128,181400426,빛이 떠난 자리 숨꽃 피우다,조성범,20140904,작가와비평(글로벌콘텐츠),13800,625,10,615,0
9791155921104,181400427,땅콩집 이야기,강성률,20140904,작가와비평(글로벌콘텐츠),13000,92,1,91,0
9791155921142,181400428,소가진설(인문학 수프 6: 근황),양선규,20140904,작가와비평(글로벌콘텐츠),14000,302,1,299,2
9788995547571,181400429,시스템분석 및 설계(e-비즈니스를 위한),"정대율,박상혁,박기호,오창규",20140904,컴원미디어(글로벌콘텐츠),24000,27,19,6,2
9788995547564,181400430,호텔객실경영론,"박진영,이희천,정태국",20140904,컴원미디어(글로벌콘텐츠),15000,133,8,125,0
9788992475020,181400431,컴퓨터 활용(유비쿼터스시대를 대비하는),"박철수,유영관,이종무",20140904,컴원미디어(글로벌콘텐츠),18000,105,55,50,0
9788992475037,181400432,C언어 기초다지기,"김태용,조형국",20140904,컴원미디어(글로벌콘텐츠),10000,28,9,18,1
9788992475129,181400433,(2007／2008)지능형 로봇산업 연감,한국지식정보연구원 [편],20140904,컴원미디어(글로벌콘텐츠),250000,29,4,25,0
9788992475105,181400434,(2007／2008)차세대 PC 산업연감,한국지식정보연구원 [편],20140904,컴원미디어(글로벌콘텐츠),250000,40,8,32,0
9788992475099,181400435,(2007／2008)홈네트워크 산업연감,한국지식정보연구원 [편],20140904,컴원미디어(글로벌콘텐츠),250000,51,6,45,0
9788992475112,181400436,(2007／2008)RFID산업 연감,한국지식정보연구원 [편],20140904,컴원미디어(글로벌콘텐츠),250000,50,3,47,0
9788992475082,181400437,정보시스템분석 및 설계,"정대율,박상혁,박기호,오창규",20140904,컴원미디어(글로벌콘텐츠),26000,39,7,31,1
9788992475143,181400438,트라이본(TRIBON)활용(조선 설계도면을 위한),"이창근,이재환,문창식",20140904,컴원미디어(글로벌콘텐츠),24000,26,11,15,0
9788992475228,181400439,전자재료 물성학,배철훈,20140904,컴원미디어(글로벌콘텐츠),15000,6,2,2,2
9788992475211,181400440,RFID 시스템과 보안,"이훈재,조형국",20140904,컴원미디어(글로벌콘텐츠),16000,167,3,158,6
9788992475310,181400441,선박 의장 파이프 모델링,"이창근,신노범,최우영",20140904,컴원미디어(글로벌콘텐츠),13000,26,4,22,0
9788992475327,181400442,동강이 품은 들꽃,정의목,20140904,컴원미디어(글로벌콘텐츠),12000,361,14,347,0
9788992475341,181400443,신재생에너지 산업연감,한국산업기술포럼,20140904,컴원미디어(글로벌콘텐츠),250000,16,5,11,0
9788992475389,181400444,(1쇄)오라클DATABASE 11g와 함께하는 SQL과 PL/SQL,조행남,20140904,컴원미디어(글로벌콘텐츠),22000,43,5,33,5
9788992475471,181400445,트라이본(TRIBON) Drafting 실습,이창근,20140904,컴원미디어(글로벌콘텐츠),16000,40,3,36,1
9788992475488,181400446,중국유학생을 위한 조선설계-트라이본 기초,"이창근,구명모,김영희",20140904,컴원미디어(글로벌콘텐츠),16000,109,6,101,2
9788992475501,181400447,내가 만나본 새들의 세상,김지호,20140904,컴원미디어(글로벌콘텐츠),12000,535,7,528,0
9788992475518,181400448,커뮤니케이션 통계분석론,권상희,20140904,컴원미디어(글로벌콘텐츠),25000,382,6,376,0
9788992475525,181400449,고급 커뮤니케이션 통계분석론,권상희,20140904,컴원미디어(글로벌콘텐츠),20000,431,6,425,0
9788992475532,181400450,AVEVA Marine12.0.SP3 의장설계 기초,이창근,20140904,컴원미디어(글로벌콘텐츠),18000,16,5,11,0
9788992475587,181400451,AVEVA Marine 12.1 EQUIPMENT MODELLING 실습,이창근,20140904,컴원미디어(글로벌콘텐츠),15000,17,6,11,0
9788992475594,181400452,C언어 실습,이창근,20140904,컴원미디어(글로벌콘텐츠),17000,18,3,14,1
9788992475600,181400453,JSP／Servlet 프로그래밍 (오라클11g와 함께하는),조행남,20140904,컴원미디어(글로벌콘텐츠),28000,307,3,303,1
9788995208076,181400454,지방분권론,김익식 역,20140904,한국행정DB센타(글로벌콘텐츠),15000,46,4,42,0
9788995208083,181400455,청년지도자의 실험과 꿈,청년시장군수구청장회,20140904,한국행정DB센타(글로벌콘텐츠),10000,62,6,56,0
9788992072014,181400456,"지방자치행정논고(지방의 경영화,세계화를 위한 제언)","임경환,김영민",20140904,한국행정DB센타(글로벌콘텐츠),13000,144,8,136,0
9788992072021,181400457,新 지방의회 운영론,"임경호,이용우",20140904,한국행정DB센타(글로벌콘텐츠),15000,77,1,76,0
9788992072038,181400458,지방정부간 갈등과 협력(이론과 실제),"강성철,권경득,강인호,강문희 외",20140904,한국행정DB센타(글로벌콘텐츠),18000,54,3,51,0
9788992072045,181400459,지방정부간 갈등과 협력(연구사례집),"강성철,권경득,강인호,강문희 외",20140904,한국행정DB센타(글로벌콘텐츠),26000,92,4,87,1
9788992072069,181400460,영국의 공공감사제도,문태곤,20140904,한국행정DB센타(글로벌콘텐츠),15000,276,5,271,0
9788992072076,181400461,지방의 역습,"이케다 히로무, 반광식",20140904,한국행정DB센타(글로벌콘텐츠),9800,102,102,0,0
9788992072083,181400462,최신 지방재정론,"이성근,박의식",20140904,한국행정DB센타(글로벌콘텐츠),25000,137,6,130,1
9788992072090,181400463,새로운 정치자금론,장정윤,20140904,한국행정DB센타(글로벌콘텐츠),17000,284,4,280,0
9788992072113,181400464,지역 일자리 창출의 미래 전략,"역자 권영석, 감수자 강재호",20140904,한국행정DB센타(글로벌콘텐츠),22000,97,2,95,0
9788992072120,181400465,일본에서 가장 행복한 지역주민,사카모토 코우지/임정빈역,20140904,한국행정DB센타(글로벌콘텐츠),15000,413,8,405,0
9788992072137,181400466,지방재정론,라휘문,20140904,한국행정DB센타(글로벌콘텐츠),24000,69,10,58,1
9791185650562,181400467,나를 말할 권리,김희윤,20140915,글로벌콘텐츠출판그룹,12800,165,5,160,0
9791155921210,181400468,고독한 말,최강민,20140915,작가와비평(글로벌콘텐츠),18000,328,4,324,0
9791185650593,181400469,(절판)새로운5형식새로운영문법(개정),윤만근,20140916,글로벌콘텐츠출판그룹,24000,11,7,4,0
9772005375001,181400470,작가와비평(2009년하반기)10호,,20140920,글로벌콘텐츠출판그룹,15000,5,5,0,0
9772092504209,181400471,(절판)다문화콘텐츠연구(2009년상반기),,20140920,경진(글로벌콘텐츠)(도서출판),10000,1,1,0,0
9772092504001,181400472,다문화콘텐츠연구(제11집),,20140920,글로벌콘텐츠출판그룹,20000,4,2,2,0
9771598960007,181400473,독서연구24,,20140920,경진(글로벌콘텐츠)(도서출판),25000,10,6,4,0
9771598960007,181400474,독서연구25,,20140920,경진(글로벌콘텐츠)(도서출판),25000,0,0,0,0
9772005375001,181400475,작가와비평(2010년상반기)11호,,20140920,글로벌콘텐츠출판그룹,15000,2,2,0,0
9772005375001,181400476,작가와비평(2010년하반기)12호,,20140920,작가와비평(글로벌콘텐츠),12000,5,5,0,0
9772005375001,181400477,작가와비평(2011년상반기)13호,,20140920,작가와비평(글로벌콘텐츠),12000,3,3,0,0
9771598960007,181400478,독서연구26,,20140920,경진(글로벌콘텐츠)(도서출판),25000,7,6,1,0
9772092504001,181400479,다문화콘텐츠연구(제12집),,20140920,글로벌콘텐츠출판그룹,20000,2,2,0,0
9772092504001,181400480,(절판)다문화콘텐츠연구(2010년상반기),,20140920,경진(글로벌콘텐츠)(도서출판),10000,5,5,0,0
9772092504209,181400481,(절판)다문화콘텐츠연구(2009년하반기),,20140920,경진(글로벌콘텐츠)(도서출판),10000,4,4,0,0
9772233463006,181400482,대학작문(3호2011하반기),,20140920,경진(글로벌콘텐츠)(도서출판),15000,11,10,1,0
9772233463006,181400483,대학작문(2호2011상반기),,20140920,경진(글로벌콘텐츠)(도서출판),15000,2,2,0,0
9772233463006,181400484,대학작문(창간호2010하반기),,20140920,경진(글로벌콘텐츠)(도서출판),15000,9,7,2,0
9772005657503,181400485,(절판)다문화연구(창간호),,20140920,글로벌콘텐츠출판그룹,10000,4,4,0,0
9788992576031,181400486,관광법규,,20140920,세림출판(글로벌콘텐츠),15000,13,3,10,0
9788992576031,181400487,최신관광법규,,20140920,세림출판(글로벌콘텐츠),17000,31,3,28,0
9772005375407,181400488,작가와비평(2009상반기),,20140920,글로벌콘텐츠출판그룹,15000,3,3,0,0
9788959960002,181400489,중국어로배우는세계명언의지혜,,20140920,경진(글로벌콘텐츠)(도서출판),12000,27,7,14,6
9788959964147,181400490,동화시집,,20140920,경진(글로벌콘텐츠)(도서출판),13000,184,4,180,0
9788992475693,181400491,데이터관리및활용전략(일반관리자를위한),"이춘열,황철현",20140920,컴원미디어(글로벌콘텐츠),20000,623,4,619,0
9788959964130,181400492,마산근대문학의탄생,박태일,20140920,경진(글로벌콘텐츠)(도서출판),25000,229,5,223,1
9772092504001,181400493,다문화콘텐츠연구(2010년하반기),,20140920,경진(글로벌콘텐츠)(도서출판),12000,3,3,0,0
9772005375001,181400494,작가와비평(2008년하반기)8호,,20140920,글로벌콘텐츠출판그룹,15000,6,6,0,0
9788959960552,181400495,다문화의이해,,20140920,경진(글로벌콘텐츠)(도서출판),18000,46,1,44,1
9772092504001,181400496,다문화콘텐츠연구(제14집 2014.04),,20140920,경진(글로벌콘텐츠)(도서출판),20000,6,6,0,0
9772092504001,181400497,다문화콘텐츠연구(제10집),,20140920,경진(글로벌콘텐츠)(도서출판),20000,2,2,0,0
9788992576314,181400498,스튜어디스면접,,20140920,세림출판(글로벌콘텐츠),12000,13,10,0,3
9788992475266,181400499,인터네트워크구축,이상곤,20140920,컴원미디어(글로벌콘텐츠),15000,8,3,5,0
9788959960088,181400500,(품절)통합초등영어지도방법,"김영철,김정훈",20140920,경진(글로벌콘텐츠)(도서출판),8000,0,0,0,0
9788989191605,181400501,(품절)영어로배우는한국속담,김영일,20140920,경진(글로벌콘텐츠)(도서출판),7000,0,0,0,0
9788959960187,181400502,(절판)국어억양의음운론,김선철,20140920,경진(글로벌콘텐츠)(도서출판),10000,0,0,0,0
9788989191599,181400503,(절판)ANAPHORA RESOLUTON,,20140920,경진(글로벌콘텐츠)(도서출판),19000,0,0,0,0
9788959964178,181400504,한국사회와다문화(개정판),"이찬욱,강진구,노자은",20140920,경진(글로벌콘텐츠)(도서출판),12000,223,4,188,31
9788989191582,181400505,THE JOYS OF MOTHERHOOD,,20140920,경진(글로벌콘텐츠)(도서출판),12000,0,0,0,0
8012125260933,181400506,사회언어학(2013년4월제12권1호),,20140920,글로벌콘텐츠출판그룹,20000,0,0,0,0
9772092504001,181400508,다문화콘텐츠연구(제15집 2014.),,20140923,경진(글로벌콘텐츠)(도서출판),20000,4,4,0,0
9791185650579,181400509,최신 문헌정보학연습 (제5개정판),김연경,20140925,글로벌콘텐츠출판그룹,25000,747,16,726,5
9772092504001,181400510,다문화콘텐츠연구(제16집 2014.04),,20140929,경진(글로벌콘텐츠)(도서출판),20000,2,2,0,0
8012125260964,181400511,사회언어학(2014년4월제22권1호),,20140929,경진(글로벌콘텐츠)(도서출판),20000,10,10,0,0
